시군구,동반자유형,만족도,재방문의도,타인추천의도,성별,연령대,평점,법정동코드
경상남도 양산시,비가족,3,3,2,남,30대,3.2,48330
충청북도 옥천군,가족,4,4,4,남,60대,4.933333333333334,43730
서울특별시 서대문구,비가족,4,4,4,남,20대,4.933333333333334,11410
경상남도 김해시,가족,3,3,3,남,50대,3.7,48250
충청남도 천안시,비가족,4,4,4,여,15~19세,4.933333333333334,44130
경상남도 남해군,가족,3,3,3,남,30대,3.7,48840
인천광역시 중구,가족,4,4,4,여,30대,4.933333333333334,28110
강원특별자치도 삼척시,가족,4,4,3,여,50대,4.433333333333334,42230
경상남도 남해군,비가족,4,3,4,남,40대,4.533333333333333,48840
경상남도 밀양시,가족,3,3,3,여,50대,3.7,48270
강원특별자치도 고성군,가족,3,3,3,여,30대,3.7,42820
경상남도 김해시,가족,3,3,3,여,20대,3.7,48250
경상남도 진주시,비가족,4,3,3,남,70세 이상,4.033333333333333,48170
경상남도 합천군,비가족,4,3,3,남,30대,4.033333333333333,48890
대구광역시 남구,가족,4,4,3,여,50대,4.433333333333334,27200
전라남도 고흥군,가족,4,4,3,여,15~19세,4.433333333333334,46770
경상북도 영양군,가족,4,4,4,남,40대,4.933333333333334,47760
부산광역시 해운대구,비가족,3,3,3,여,40대,3.7,26350
경상남도 거제시,비가족,4,4,4,남,30대,4.933333333333334,48310
부산광역시 남구,가족,5,4,4,여,50대,5.266666666666667,26290
전라남도 목포시,가족,4,4,4,남,60대,4.933333333333334,46110
경상남도 진주시,가족,5,4,4,여,30대,5.266666666666667,48170
경상북도 포항시,가족,4,4,4,남,50대,4.933333333333334,47110
서울특별시 강남구,비가족,4,4,4,여,20대,4.933333333333334,11680
경상남도 남해군,비가족,5,4,4,여,50대,5.266666666666667,48840
부산광역시 해운대구,가족,4,4,5,여,15~19세,5.433333333333334,26350
부산광역시 남구,가족,4,3,4,여,70세 이상,4.533333333333333,26290
경상남도 산청군,가족,4,4,4,남,40대,4.933333333333334,48860
부산광역시 동구,가족,4,4,4,여,30대,4.933333333333334,26170
대구광역시 달서구,비가족,4,4,3,여,20대,4.433333333333334,27290
제주특별자치도 서귀포시,가족,4,4,5,남,60대,5.433333333333334,50130
경상북도 경주시,가족,4,5,4,남,30대,5.333333333333333,47130
부산광역시 해운대구,비가족,4,5,4,남,20대,5.333333333333333,26350
전라남도 여수시,비가족,4,4,4,남,30대,4.933333333333334,46130
경상북도 포항시,가족,4,4,5,남,60대,5.433333333333334,47110
서울특별시 서초구,비가족,4,5,4,여,20대,5.333333333333333,11650
경상남도 진주시,가족,4,5,4,여,30대,5.333333333333333,48170
경상남도 창녕군,비가족,3,3,3,남,60대,3.7,48740
경상남도 밀양시,비가족,4,3,3,남,20대,4.033333333333333,48270
부산광역시 수영구,가족,4,3,4,여,20대,4.533333333333333,26500
부산광역시 해운대구,비가족,4,4,4,여,30대,4.933333333333334,26350
충청남도 공주시,가족,4,4,3,여,50대,4.433333333333334,44150
전라남도 고흥군,가족,4,2,4,남,40대,4.133333333333334,46770
경기도 고양시,비가족,4,4,3,남,30대,4.433333333333334,41280
울산광역시 남구,비가족,3,3,3,여,60대,3.7,31140
부산광역시 해운대구,가족,3,3,3,남,60대,3.7,26350
충청남도 부여군,가족,3,3,4,남,50대,4.2,44760
경상남도 진주시,가족,4,4,4,남,40대,4.933333333333334,48170
경상남도 거제시,가족,4,3,3,여,20대,4.033333333333333,48310
부산광역시 기장군,가족,4,4,4,남,30대,4.933333333333334,26710
전라남도 여수시,가족,3,3,3,남,40대,3.7,46130
제주특별자치도 서귀포시,가족,5,4,4,여,50대,5.266666666666667,50130
전라남도 목포시,가족,4,4,4,여,50대,4.933333333333334,46110
경상남도 남해군,가족,3,3,4,남,30대,4.2,48840
경상남도 통영시,비가족,4,4,4,여,60대,4.933333333333334,48220
경상남도 통영시,비가족,4,4,4,남,20대,4.933333333333334,48220
경상북도 경주시,가족,4,4,4,여,30대,4.933333333333334,47130
대전광역시 유성구,가족,4,4,4,여,30대,4.933333333333334,30200
부산광역시 기장군,가족,4,3,4,여,60대,4.533333333333333,26710
경상남도 거제시,비가족,4,4,4,여,20대,4.933333333333334,48310
경상남도 거제시,가족,4,4,4,여,50대,4.933333333333334,48310
경상남도 함안군,가족,3,3,2,여,40대,3.2,48730
경상남도 거제시,가족,4,3,4,남,50대,4.533333333333333,48310
부산광역시 부산진구,비가족,4,4,4,남,20대,4.933333333333334,26230
경상북도 경주시,가족,3,3,4,남,40대,4.2,47130
전라남도 담양군,비가족,4,4,4,여,50대,4.933333333333334,46710
부산광역시 동래구,가족,3,3,3,여,40대,3.7,26260
대구광역시 달서구,비가족,4,4,4,남,20대,4.933333333333334,27290
경상남도 고성군,비가족,4,4,4,남,50대,4.933333333333334,48820
부산광역시 해운대구,비가족,4,4,3,남,20대,4.433333333333334,26350
경기도 용인시,비가족,4,4,3,여,20대,4.433333333333334,41460
충청남도 보령시,가족,4,4,4,남,30대,4.933333333333334,44180
충청북도 단양군,가족,4,4,5,여,30대,5.433333333333334,43800
인천광역시 강화군,가족,4,4,4,여,40대,4.933333333333334,28710
강원특별자치도 횡성군,가족,4,3,3,여,50대,4.033333333333333,42730
경기도 고양시,가족,4,4,3,남,40대,4.433333333333334,41280
경상남도 남해군,가족,3,4,3,남,60대,4.1000000000000005,48840
경상남도 함안군,비가족,4,4,4,남,20대,4.933333333333334,48730
전라북도 전주시,비가족,4,3,3,여,20대,4.033333333333333,45110
경상북도 포항시,비가족,4,3,3,여,70세 이상,4.033333333333333,47110
경상남도 고성군,가족,3,3,2,남,40대,3.2,48820
경상북도 울진군,비가족,4,2,4,남,40대,4.133333333333334,47930
경상남도 거제시,비가족,4,4,3,남,30대,4.433333333333334,48310
전라남도 곡성군,가족,4,3,3,여,40대,4.033333333333333,46720
경상남도 거제시,가족,4,4,4,여,30대,4.933333333333334,48310
제주특별자치도 제주시,가족,4,4,4,남,40대,4.933333333333334,50110
전라북도 고창군,비가족,4,3,3,여,70세 이상,4.033333333333333,45790
대구광역시 중구,가족,3,4,3,남,50대,4.1000000000000005,27110
경상남도 진주시,비가족,4,3,3,남,30대,4.033333333333333,48170
부산광역시 금정구,비가족,4,4,3,남,40대,4.433333333333334,26410
부산광역시 영도구,비가족,4,4,4,여,15~19세,4.933333333333334,26200
경상남도 거제시,비가족,4,4,4,여,60대,4.933333333333334,48310
경상남도 김해시,가족,5,4,4,여,30대,5.266666666666667,48250
전라북도 남원시,비가족,4,4,3,남,70세 이상,4.433333333333334,45190
경기도 의정부시,가족,4,3,4,남,30대,4.533333333333333,41150
경상남도 거제시,비가족,5,5,4,남,50대,5.666666666666667,48310
경상남도 통영시,가족,4,4,4,남,40대,4.933333333333334,48220
경상남도 양산시,비가족,4,4,4,여,40대,4.933333333333334,48330
경상남도 남해군,비가족,4,2,3,남,30대,3.633333333333333,48840
제주특별자치도 제주시,가족,3,2,3,남,50대,3.3000000000000003,50110
경상남도 남해군,비가족,4,4,4,여,60대,4.933333333333334,48840
경상남도 밀양시,가족,3,3,2,여,15~19세,3.2,48270
경상남도 통영시,가족,4,2,4,여,50대,4.133333333333334,48220
부산광역시 중구,비가족,4,4,4,여,70세 이상,4.933333333333334,26110
경상남도 통영시,가족,4,4,4,여,20대,4.933333333333334,48220
부산광역시 강서구,가족,4,3,4,남,30대,4.533333333333333,26440
경상남도 함안군,가족,3,3,3,여,40대,3.7,48730
제주특별자치도 서귀포시,가족,4,4,4,여,50대,4.933333333333334,50130
경상남도 함안군,가족,4,3,3,여,40대,4.033333333333333,48730
서울특별시 광진구,가족,4,4,3,여,20대,4.433333333333334,11215
울산광역시 중구,가족,3,3,3,여,15~19세,3.7,31110
경상남도 사천시,비가족,4,4,3,여,60대,4.433333333333334,48240
부산광역시 수영구,비가족,5,4,4,남,20대,5.266666666666667,26500
부산광역시 중구,비가족,5,4,5,여,20대,5.766666666666667,26110
경상남도 남해군,비가족,4,4,4,여,60대,4.933333333333334,48840
경기도 용인시,가족,5,4,4,여,40대,5.266666666666667,41460
전라북도 전주시,비가족,4,3,4,여,50대,4.533333333333333,45110
경상남도 진주시,가족,3,3,3,여,20대,3.7,48170
충청남도 태안군,비가족,4,3,3,남,50대,4.033333333333333,44825
경상남도 함양군,가족,4,3,4,남,60대,4.533333333333333,48870
경상북도 문경시,가족,4,3,4,여,40대,4.533333333333333,47280
충청남도 부여군,가족,4,4,4,여,30대,4.933333333333334,44760
강원특별자치도 춘천시,비가족,4,4,4,남,30대,4.933333333333334,42110
경상남도 합천군,가족,3,3,4,남,40대,4.2,48890
경상남도 함양군,비가족,4,4,3,여,40대,4.433333333333334,48870
경상북도 문경시,가족,4,4,3,여,30대,4.433333333333334,47280
경상남도 산청군,비가족,4,4,4,여,60대,4.933333333333334,48860
경상남도 진주시,비가족,4,4,4,남,30대,4.933333333333334,48170
전라북도 전주시,비가족,4,4,4,여,40대,4.933333333333334,45110
부산광역시 해운대구,가족,5,4,4,여,30대,5.266666666666667,26350
전라남도 해남군,가족,5,4,4,남,50대,5.266666666666667,46820
서울특별시 도봉구,비가족,4,4,5,여,20대,5.433333333333334,11320
전라북도 정읍시,비가족,4,4,5,남,50대,5.433333333333334,45180
경상남도 거제시,비가족,4,4,4,여,30대,4.933333333333334,48310
충청남도 예산군,비가족,5,4,4,남,70세 이상,5.266666666666667,44810
전라남도 여수시,가족,4,4,4,여,30대,4.933333333333334,46130
전라남도 여수시,비가족,4,4,5,여,20대,5.433333333333334,46130
경상북도 상주시,가족,4,4,4,남,40대,4.933333333333334,47250
전라남도 장흥군,비가족,4,4,4,남,30대,4.933333333333334,46800
경상북도 김천시,가족,4,4,4,여,70세 이상,4.933333333333334,47150
부산광역시 수영구,비가족,4,4,4,남,20대,4.933333333333334,26500
경상남도 사천시,비가족,4,4,4,남,50대,4.933333333333334,48240
부산광역시 해운대구,비가족,4,4,4,여,40대,4.933333333333334,26350
부산광역시 해운대구,가족,4,4,4,여,60대,4.933333333333334,26350
울산광역시 남구,비가족,4,3,3,남,30대,4.033333333333333,31140
경상남도 거제시,가족,4,4,4,남,40대,4.933333333333334,48310
경상북도 구미시,가족,4,4,4,남,50대,4.933333333333334,47190
부산광역시 수영구,비가족,4,4,4,남,20대,4.933333333333334,26500
부산광역시 동래구,가족,5,5,4,여,40대,5.666666666666667,26260
전라북도 부안군,비가족,4,4,4,여,70세 이상,4.933333333333334,45800
강원특별자치도 강릉시,가족,5,4,4,여,60대,5.266666666666667,42150
전라남도 해남군,비가족,4,3,3,여,50대,4.033333333333333,46820
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
경상남도 진주시,가족,3,3,3,여,30대,3.7,48170
서울특별시 강남구,가족,4,4,4,여,20대,4.933333333333334,11680
충청남도 부여군,가족,4,4,4,여,40대,4.933333333333334,44760
경상남도 거제시,비가족,4,3,4,남,30대,4.533333333333333,48310
경상남도 산청군,가족,3,3,3,남,50대,3.7,48860
경상남도 통영시,가족,4,4,4,남,40대,4.933333333333334,48220
경상남도 남해군,비가족,4,4,4,여,40대,4.933333333333334,48840
전라북도 전주시,가족,4,4,4,남,30대,4.933333333333334,45110
대구광역시 중구,비가족,4,4,4,여,20대,4.933333333333334,27110
제주특별자치도 제주시,가족,5,4,4,남,50대,5.266666666666667,50110
경상남도 거제시,비가족,4,3,4,여,15~19세,4.533333333333333,48310
경상남도 남해군,가족,4,4,3,남,50대,4.433333333333334,48840
강원특별자치도 양양군,가족,4,4,4,남,40대,4.933333333333334,42830
강원특별자치도 속초시,가족,4,4,4,여,40대,4.933333333333334,42210
경상북도 경산시,가족,4,4,3,남,70세 이상,4.433333333333334,47290
경상북도 포항시,비가족,4,4,4,여,20대,4.933333333333334,47110
제주특별자치도 제주시,가족,5,4,4,남,50대,5.266666666666667,50110
경상남도 고성군,가족,4,4,4,남,60대,4.933333333333334,48820
울산광역시 남구,비가족,5,4,4,여,40대,5.266666666666667,31140
대구광역시 달서구,비가족,5,4,4,여,15~19세,5.266666666666667,27290
경상남도 의령군,가족,4,4,4,남,30대,4.933333333333334,48720
대전광역시 동구,비가족,4,4,4,남,50대,4.933333333333334,30110
경상남도 의령군,비가족,4,4,4,여,70세 이상,4.933333333333334,48720
부산광역시 기장군,비가족,4,4,3,남,20대,4.433333333333334,26710
부산광역시 수영구,비가족,3,3,3,여,20대,3.7,26500
서울특별시 중구,가족,5,5,5,남,40대,6.166666666666667,11140
부산광역시 기장군,비가족,4,4,4,여,40대,4.933333333333334,26710
전라남도 여수시,가족,4,4,4,여,30대,4.933333333333334,46130
경상남도 산청군,비가족,4,4,4,남,40대,4.933333333333334,48860
제주특별자치도 서귀포시,가족,4,4,4,여,50대,4.933333333333334,50130
대전광역시 대덕구,가족,4,4,4,남,30대,4.933333333333334,30230
부산광역시 기장군,가족,3,3,3,남,50대,3.7,26710
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
부산광역시 해운대구,비가족,4,4,4,남,15~19세,4.933333333333334,26350
부산광역시 해운대구,가족,4,4,4,남,50대,4.933333333333334,26350
경상남도 남해군,가족,4,4,4,여,40대,4.933333333333334,48840
부산광역시 중구,가족,4,4,4,여,30대,4.933333333333334,26110
부산광역시 중구,비가족,4,4,4,여,20대,4.933333333333334,26110
경상남도 함안군,가족,4,4,4,남,30대,4.933333333333334,48730
경상남도 통영시,가족,4,4,4,여,40대,4.933333333333334,48220
대구광역시 서구,가족,4,3,3,남,50대,4.033333333333333,27170
경상남도 거제시,가족,4,3,3,여,20대,4.033333333333333,48310
경상남도 남해군,가족,4,4,4,여,50대,4.933333333333334,48840
부산광역시 동래구,가족,3,3,3,남,40대,3.7,26260
부산광역시 중구,가족,4,4,4,여,30대,4.933333333333334,26110
부산광역시 중구,가족,4,4,4,남,50대,4.933333333333334,26110
경상남도 합천군,비가족,4,4,4,여,20대,4.933333333333334,48890
경상남도 밀양시,비가족,4,4,4,남,20대,4.933333333333334,48270
경상남도 거제시,가족,4,4,4,남,70세 이상,4.933333333333334,48310
경상남도 통영시,가족,4,4,4,여,50대,4.933333333333334,48220
울산광역시 동구,가족,4,4,4,여,30대,4.933333333333334,31170
경상남도 남해군,가족,4,4,4,남,40대,4.933333333333334,48840
경상남도 통영시,비가족,4,4,4,여,30대,4.933333333333334,48220
부산광역시 서구,비가족,4,4,4,남,30대,4.933333333333334,26140
경상남도 거제시,비가족,5,4,4,남,20대,5.266666666666667,48310
울산광역시 울주군,가족,4,4,4,여,20대,4.933333333333334,31710
경상북도 영덕군,가족,4,4,4,남,40대,4.933333333333334,47770
경상남도 남해군,가족,4,4,4,여,50대,4.933333333333334,48840
전라남도 장흥군,가족,4,4,3,여,40대,4.433333333333334,46800
경상남도 함안군,비가족,4,5,4,남,15~19세,5.333333333333333,48730
경상남도 함안군,가족,4,4,5,여,40대,5.433333333333334,48730
경상남도 창녕군,가족,5,4,4,여,20대,5.266666666666667,48740
경상남도 함안군,가족,4,4,4,남,40대,4.933333333333334,48730
경상남도 함안군,비가족,4,5,4,여,15~19세,5.333333333333333,48730
경상남도 산청군,가족,4,4,5,여,50대,5.433333333333334,48860
전라남도 여수시,가족,4,4,4,여,50대,4.933333333333334,46130
경상남도 밀양시,가족,4,4,4,남,50대,4.933333333333334,48270
부산광역시 해운대구,비가족,4,4,4,남,20대,4.933333333333334,26350
대구광역시 중구,가족,4,4,4,남,30대,4.933333333333334,27110
경기도 수원시,가족,4,4,4,남,40대,4.933333333333334,41110
경상남도 통영시,비가족,5,4,4,여,60대,5.266666666666667,48220
부산광역시 수영구,가족,5,4,4,여,20대,5.266666666666667,26500
충청북도 음성군,가족,4,4,3,남,20대,4.433333333333334,43770
전라남도 순천시,가족,4,4,4,남,40대,4.933333333333334,46150
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
경상북도 경주시,비가족,5,4,5,여,50대,5.766666666666667,47130
경상남도 김해시,비가족,4,4,4,남,70세 이상,4.933333333333334,48250
경상남도 사천시,가족,4,4,4,남,40대,4.933333333333334,48240
경상남도 사천시,비가족,4,4,4,여,50대,4.933333333333334,48240
경상남도 통영시,비가족,4,4,4,여,70세 이상,4.933333333333334,48220
전라남도 나주시,가족,4,4,4,남,50대,4.933333333333334,46170
경상남도 진주시,비가족,4,4,5,여,30대,5.433333333333334,48170
부산광역시 해운대구,가족,4,4,4,남,30대,4.933333333333334,26350
경상남도 하동군,가족,4,4,4,남,50대,4.933333333333334,48850
부산광역시 사상구,비가족,4,4,4,여,30대,4.933333333333334,26530
경상남도 함안군,가족,4,4,4,남,40대,4.933333333333334,48730
부산광역시 수영구,비가족,4,4,4,여,20대,4.933333333333334,26500
부산광역시 수영구,가족,4,4,4,남,20대,4.933333333333334,26500
전라남도 여수시,비가족,4,4,4,여,40대,4.933333333333334,46130
전라남도 순천시,가족,4,4,4,여,50대,4.933333333333334,46150
경상북도 경주시,비가족,4,4,4,여,20대,4.933333333333334,47130
경상남도 통영시,가족,4,4,4,남,50대,4.933333333333334,48220
경상남도 사천시,가족,4,4,4,남,40대,4.933333333333334,48240
경상북도 경주시,가족,5,4,4,여,30대,5.266666666666667,47130
대구광역시 수성구,비가족,4,4,4,남,30대,4.933333333333334,27260
부산광역시 금정구,비가족,5,4,4,여,40대,5.266666666666667,26410
부산광역시 부산진구,비가족,3,3,3,여,20대,3.7,26230
경상북도 경주시,가족,5,4,4,여,30대,5.266666666666667,47130
부산광역시 중구,비가족,5,4,4,남,30대,5.266666666666667,26110
전라남도 여수시,비가족,4,4,4,남,40대,4.933333333333334,46130
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
제주특별자치도 제주시,비가족,4,4,4,여,50대,4.933333333333334,50110
경상북도 문경시,비가족,4,4,5,여,50대,5.433333333333334,47280
울산광역시 울주군,가족,4,5,4,남,40대,5.333333333333333,31710
부산광역시 영도구,가족,5,4,4,여,40대,5.266666666666667,26200
강원특별자치도 양양군,비가족,4,4,4,여,20대,4.933333333333334,42830
경상북도 울진군,비가족,3,3,3,남,50대,3.7,47930
전라남도 여수시,가족,4,4,4,여,40대,4.933333333333334,46130
경상북도 경주시,가족,5,4,4,남,40대,5.266666666666667,47130
제주특별자치도 제주시,비가족,5,4,4,남,30대,5.266666666666667,50110
부산광역시 기장군,가족,5,4,4,남,50대,5.266666666666667,26710
경상남도 함양군,비가족,5,4,4,여,30대,5.266666666666667,48870
경상남도 통영시,비가족,4,4,4,남,50대,4.933333333333334,48220
경상남도 남해군,가족,4,4,4,남,30대,4.933333333333334,48840
경상남도 창원시,비가족,4,5,4,남,70세 이상,5.333333333333333,48120
부산광역시 해운대구,비가족,4,5,4,남,20대,5.333333333333333,26350
전라남도 순천시,비가족,4,5,4,남,60대,5.333333333333333,46150
경상남도 창원시,가족,4,4,4,여,50대,4.933333333333334,48120
전라남도 해남군,비가족,4,4,4,남,70세 이상,4.933333333333334,46820
경상북도 영덕군,가족,4,4,4,여,60대,4.933333333333334,47770
경상북도 경주시,가족,5,4,4,남,50대,5.266666666666667,47130
부산광역시 동래구,가족,5,4,4,남,50대,5.266666666666667,26260
부산광역시 기장군,비가족,4,4,4,남,30대,4.933333333333334,26710
부산광역시 사하구,가족,4,4,4,남,60대,4.933333333333334,26380
전라북도 전주시,비가족,5,5,5,여,50대,6.166666666666667,45110
경상남도 진주시,가족,4,4,4,남,40대,4.933333333333334,48170
경상남도 통영시,비가족,4,4,4,남,70세 이상,4.933333333333334,48220
경상남도 통영시,비가족,4,5,4,여,40대,5.333333333333333,48220
경상북도 김천시,가족,4,4,4,여,40대,4.933333333333334,47150
부산광역시 수영구,비가족,4,4,3,남,70세 이상,4.433333333333334,26500
경상북도 경주시,비가족,4,4,4,남,60대,4.933333333333334,47130
부산광역시 사하구,비가족,4,4,4,남,50대,4.933333333333334,26380
울산광역시 남구,비가족,4,4,4,남,40대,4.933333333333334,31140
부산광역시 수영구,비가족,4,4,4,남,30대,4.933333333333334,26500
부산광역시 기장군,비가족,4,4,4,남,20대,4.933333333333334,26710
경상남도 거제시,가족,4,4,4,남,30대,4.933333333333334,48310
강원특별자치도 원주시,비가족,4,4,4,남,70세 이상,4.933333333333334,42130
경상남도 창원시,비가족,4,3,3,남,30대,4.033333333333333,48120
전라남도 보성군,가족,4,4,4,여,50대,4.933333333333334,46780
경상남도 남해군,가족,4,4,4,여,60대,4.933333333333334,48840
부산광역시 해운대구,비가족,5,4,4,남,20대,5.266666666666667,26350
경상남도 산청군,가족,5,4,4,남,50대,5.266666666666667,48860
경상남도 통영시,가족,4,5,4,남,40대,5.333333333333333,48220
제주특별자치도 제주시,가족,4,4,4,여,40대,4.933333333333334,50110
경상북도 포항시,비가족,4,4,4,남,20대,4.933333333333334,47110
경상남도 통영시,가족,4,4,4,남,60대,4.933333333333334,48220
경상남도 남해군,비가족,4,4,3,여,40대,4.433333333333334,48840
경상남도 의령군,가족,4,3,3,여,60대,4.033333333333333,48720
경상북도 경주시,비가족,4,4,4,여,40대,4.933333333333334,47130
대구광역시 달성군,비가족,4,4,4,남,20대,4.933333333333334,27710
경상남도 창원시,비가족,4,4,4,남,40대,4.933333333333334,48120
부산광역시 해운대구,가족,4,4,4,여,40대,4.933333333333334,26350
경상북도 경주시,가족,5,4,4,여,50대,5.266666666666667,47130
부산광역시 기장군,가족,5,4,4,남,70세 이상,5.266666666666667,26710
경상남도 진주시,가족,4,4,4,남,40대,4.933333333333334,48170
강원특별자치도 평창군,비가족,4,4,4,남,20대,4.933333333333334,42760
강원특별자치도 화천군,비가족,4,4,4,여,50대,4.933333333333334,42790
부산광역시 해운대구,비가족,4,4,4,남,20대,4.933333333333334,26350
경상북도 포항시,비가족,4,4,4,남,50대,4.933333333333334,47110
경상북도 포항시,비가족,4,4,4,남,60대,4.933333333333334,47110
부산광역시 기장군,가족,5,5,5,여,40대,6.166666666666667,26710
전라남도 구례군,비가족,4,4,4,남,70세 이상,4.933333333333334,46730
경상남도 함양군,가족,4,4,4,남,40대,4.933333333333334,48870
전라남도 고흥군,비가족,4,4,4,남,60대,4.933333333333334,46770
경상남도 양산시,가족,4,4,4,남,40대,4.933333333333334,48330
경상남도 사천시,비가족,4,4,4,남,70세 이상,4.933333333333334,48240
경상남도 창원시,가족,4,4,4,여,70세 이상,4.933333333333334,48120
경상남도 사천시,가족,4,4,4,남,50대,4.933333333333334,48240
경상남도 진주시,가족,4,4,4,여,60대,4.933333333333334,48170
경상남도 창원시,비가족,4,4,4,여,50대,4.933333333333334,48120
경상남도 통영시,가족,4,4,4,남,30대,4.933333333333334,48220
부산광역시 해운대구,비가족,4,4,4,여,20대,4.933333333333334,26350
부산광역시 사하구,가족,4,4,4,남,70세 이상,4.933333333333334,26380
경기도 안양시,가족,4,4,4,여,40대,4.933333333333334,41170
경상북도 문경시,가족,4,5,4,여,40대,5.333333333333333,47280
경상남도 거제시,비가족,4,5,4,남,20대,5.333333333333333,48310
울산광역시 중구,가족,5,5,5,여,70세 이상,6.166666666666667,31110
경상남도 통영시,비가족,4,4,4,남,60대,4.933333333333334,48220
경상남도 창원시,비가족,4,4,4,여,50대,4.933333333333334,48120
부산광역시 금정구,비가족,4,4,4,남,50대,4.933333333333334,26410
경상남도 거제시,가족,4,4,4,여,50대,4.933333333333334,48310
경상남도 사천시,비가족,4,5,5,여,70세 이상,5.833333333333333,48240
서울특별시 강서구,가족,5,4,5,남,70세 이상,5.766666666666667,11500
경상남도 통영시,비가족,4,5,4,여,40대,5.333333333333333,48220
경상남도 창원시,가족,4,5,5,여,70세 이상,5.833333333333333,48120
경상남도 하동군,비가족,4,5,4,남,40대,5.333333333333333,48850
부산광역시 북구,가족,4,5,4,여,70세 이상,5.333333333333333,26320
경상남도 거제시,가족,5,4,4,남,50대,5.266666666666667,48310
경상남도 진주시,비가족,4,5,4,여,60대,5.333333333333333,48170
경상남도 사천시,가족,5,4,4,여,40대,5.266666666666667,48240
경상남도 거제시,가족,4,4,4,남,15~19세,4.933333333333334,48310
경상남도 창원시,비가족,4,5,4,여,60대,5.333333333333333,48120
경상남도 통영시,가족,5,4,5,남,50대,5.766666666666667,48220
경상남도 하동군,비가족,5,4,4,남,70세 이상,5.266666666666667,48850
부산광역시 해운대구,가족,4,5,5,여,40대,5.833333333333333,26350
전라남도 목포시,비가족,5,4,5,여,70세 이상,5.766666666666667,46110
경상북도 경주시,가족,5,4,5,남,40대,5.766666666666667,47130
경상남도 진주시,비가족,4,4,4,여,70세 이상,4.933333333333334,48170
경상남도 창원시,가족,5,4,5,남,60대,5.766666666666667,48120
부산광역시 중구,가족,4,5,4,여,60대,5.333333333333333,26110
전라남도 신안군,비가족,4,5,4,남,40대,5.333333333333333,46910
서울특별시 노원구,가족,4,5,4,남,70세 이상,5.333333333333333,11350
경상남도 함안군,가족,4,4,5,여,40대,5.433333333333334,48730
대구광역시 중구,비가족,4,5,4,남,20대,5.333333333333333,27110
경상남도 창원시,가족,4,4,4,남,50대,4.933333333333334,48120
전라남도 순천시,비가족,4,5,4,여,50대,5.333333333333333,46150
부산광역시 해운대구,가족,4,4,5,여,40대,5.433333333333334,26350
경상북도 포항시,가족,4,4,4,여,70세 이상,4.933333333333334,47110
부산광역시 해운대구,가족,4,4,4,남,60대,4.933333333333334,26350
경상남도 통영시,비가족,4,4,4,여,50대,4.933333333333334,48220
전라남도 목포시,가족,4,4,4,남,50대,4.933333333333334,46110
경상북도 김천시,비가족,4,4,4,남,40대,4.933333333333334,47150
전라남도 여수시,비가족,4,4,4,남,70세 이상,4.933333333333334,46130
전라남도 목포시,비가족,4,4,4,여,60대,4.933333333333334,46110
충청남도 금산군,가족,4,4,4,남,60대,4.933333333333334,44710
경상남도 진주시,비가족,4,4,4,여,20대,4.933333333333334,48170
경상남도 사천시,가족,4,4,4,남,50대,4.933333333333334,48240
경상남도 사천시,가족,4,4,4,여,60대,4.933333333333334,48240
제주특별자치도 서귀포시,비가족,4,4,4,남,40대,4.933333333333334,50130
울산광역시 울주군,가족,4,4,4,남,40대,4.933333333333334,31710
전라북도 정읍시,비가족,5,3,3,여,60대,4.366666666666666,45180
부산광역시 해운대구,가족,5,4,4,남,20대,5.266666666666667,26350
경상북도 경주시,비가족,4,5,5,여,40대,5.833333333333333,47130
경상남도 창원시,비가족,5,4,4,여,70세 이상,5.266666666666667,48120
경상남도 통영시,가족,5,5,5,남,50대,6.166666666666667,48220
경상남도 양산시,가족,4,5,5,여,40대,5.833333333333333,48330
경상북도 경주시,가족,5,5,5,여,70세 이상,6.166666666666667,47130
서울특별시 도봉구,비가족,4,5,4,여,20대,5.333333333333333,11320
경상남도 사천시,비가족,4,4,4,여,40대,4.933333333333334,48240
경상북도 포항시,가족,4,4,4,남,40대,4.933333333333334,47110
대구광역시 달성군,비가족,4,5,4,여,20대,5.333333333333333,27710
경상남도 사천시,비가족,4,4,4,남,40대,4.933333333333334,48240
울산광역시 남구,비가족,4,3,4,여,70세 이상,4.533333333333333,31140
부산광역시 해운대구,비가족,4,4,5,남,20대,5.433333333333334,26350
경상남도 진주시,가족,4,4,4,여,70세 이상,4.933333333333334,48170
경상남도 사천시,가족,4,4,4,여,70세 이상,4.933333333333334,48240
경상남도 창원시,비가족,4,4,4,여,50대,4.933333333333334,48120
경상북도 경주시,비가족,4,4,4,여,50대,4.933333333333334,47130
경상남도 창원시,가족,5,4,3,남,60대,4.766666666666667,48120
대구광역시 수성구,비가족,4,5,4,남,40대,5.333333333333333,27260
부산광역시 기장군,비가족,5,4,4,여,40대,5.266666666666667,26710
경상남도 통영시,비가족,4,4,4,남,50대,4.933333333333334,48220
경상북도 경주시,가족,4,4,4,남,50대,4.933333333333334,47130
경상남도 김해시,가족,4,4,4,여,60대,4.933333333333334,48250
경상남도 남해군,비가족,4,4,4,남,40대,4.933333333333334,48840
