시군구,동반자유형,만족도,재방문의도,타인추천의도,성별,연령대,평점,법정동코드
경상남도 남해군,가족,4,4,4,여,60대,4.933333333333334,48840
경상북도 청도군,가족,4,4,4,남,70세 이상,4.933333333333334,47820
경상북도 영주시,가족,4,4,4,여,50대,4.933333333333334,47210
경상남도 거제시,가족,4,4,4,남,50대,4.933333333333334,48310
경상남도 거제시,가족,5,4,4,남,60대,5.266666666666667,48310
경상남도 밀양시,가족,4,4,4,남,50대,4.933333333333334,48270
울산광역시 울주군,가족,5,4,4,여,50대,5.266666666666667,31710
경상남도 고성군,가족,5,4,4,여,30대,5.266666666666667,48820
울산광역시 북구,비가족,4,4,4,남,30대,4.933333333333334,31200
경상남도 밀양시,비가족,4,4,4,남,20대,4.933333333333334,48270
경상남도 통영시,비가족,4,4,4,여,20대,4.933333333333334,48220
경상남도 거제시,가족,4,4,4,여,40대,4.933333333333334,48310
경상남도 양산시,가족,4,4,4,여,50대,4.933333333333334,48330
인천광역시 중구,가족,4,4,4,여,70세 이상,4.933333333333334,28110
제주특별자치도 제주시,가족,4,4,4,여,50대,4.933333333333334,50110
경상북도 경주시,비가족,4,4,4,여,20대,4.933333333333334,47130
경상남도 양산시,가족,4,4,3,남,60대,4.433333333333334,48330
경상남도 함양군,비가족,4,4,4,남,30대,4.933333333333334,48870
경상남도 창원시,비가족,4,4,4,여,20대,4.933333333333334,48120
경상남도 창원시,가족,4,4,3,여,70세 이상,4.433333333333334,48120
경상남도 밀양시,가족,4,4,4,여,70세 이상,4.933333333333334,48270
경상남도 김해시,가족,4,3,3,남,70세 이상,4.033333333333333,48250
울산광역시 동구,가족,4,4,4,여,30대,4.933333333333334,31170
경상북도 포항시,가족,4,4,4,여,50대,4.933333333333334,47110
경상북도 경주시,가족,4,4,4,남,50대,4.933333333333334,47130
경상남도 남해군,가족,4,4,4,여,60대,4.933333333333334,48840
경상남도 통영시,가족,4,4,4,여,60대,4.933333333333334,48220
경상남도 거제시,가족,4,4,4,여,70세 이상,4.933333333333334,48310
전라남도 순천시,가족,4,4,4,남,60대,4.933333333333334,46150
울산광역시 중구,가족,4,4,4,남,70세 이상,4.933333333333334,31110
경상남도 거제시,가족,4,4,4,여,50대,4.933333333333334,48310
경상북도 구미시,가족,4,4,3,여,30대,4.433333333333334,47190
전라북도 순창군,가족,4,4,4,남,40대,4.933333333333334,45770
경상남도 함안군,가족,5,5,4,여,60대,5.666666666666667,48730
경상남도 산청군,가족,5,5,4,여,50대,5.666666666666667,48860
경상남도 밀양시,가족,5,4,4,여,20대,5.266666666666667,48270
경상남도 사천시,가족,5,5,5,여,50대,6.166666666666667,48240
경상남도 진주시,비가족,5,5,5,여,20대,6.166666666666667,48170
경상남도 통영시,비가족,5,5,5,남,20대,6.166666666666667,48220
경상북도 김천시,가족,5,5,5,남,60대,6.166666666666667,47150
경상북도 경주시,가족,5,5,5,남,50대,6.166666666666667,47130
울산광역시 중구,비가족,4,4,4,남,50대,4.933333333333334,31110
울산광역시 울주군,가족,4,4,4,남,40대,4.933333333333334,31710
경상남도 거제시,비가족,4,4,4,여,30대,4.933333333333334,48310
경상남도 양산시,비가족,4,4,4,남,20대,4.933333333333334,48330
강원특별자치도 속초시,비가족,4,4,4,여,20대,4.933333333333334,42210
경상북도 포항시,가족,4,4,4,여,30대,4.933333333333334,47110
경상남도 양산시,가족,3,4,3,남,50대,4.1000000000000005,48330
경상남도 밀양시,비가족,4,4,4,여,60대,4.933333333333334,48270
경상북도 청도군,비가족,4,4,3,여,30대,4.433333333333334,47820
경상남도 하동군,비가족,5,5,4,여,20대,5.666666666666667,48850
경상남도 창원시,가족,5,4,4,여,30대,5.266666666666667,48120
경상남도 통영시,비가족,4,4,4,여,50대,4.933333333333334,48220
경상남도 창원시,비가족,4,4,4,남,40대,4.933333333333334,48120
경상남도 김해시,가족,4,4,4,여,70세 이상,4.933333333333334,48250
경상남도 창녕군,가족,4,4,4,남,60대,4.933333333333334,48740
경상북도 경주시,가족,4,4,4,여,30대,4.933333333333334,47130
충청남도 서천군,가족,4,4,4,여,40대,4.933333333333334,44770
경상남도 남해군,비가족,4,4,4,여,60대,4.933333333333334,48840
울산광역시 울주군,비가족,4,4,4,남,30대,4.933333333333334,31710
경상남도 합천군,비가족,5,4,4,남,60대,5.266666666666667,48890
울산광역시 동구,비가족,4,4,4,여,20대,4.933333333333334,31170
경상북도 경주시,비가족,4,4,4,여,50대,4.933333333333334,47130
전라남도 순천시,가족,4,4,4,남,40대,4.933333333333334,46150
경상남도 밀양시,비가족,4,4,4,남,50대,4.933333333333334,48270
울산광역시 동구,비가족,4,4,4,여,40대,4.933333333333334,31170
대구광역시 수성구,가족,4,4,4,여,60대,4.933333333333334,27260
경상남도 밀양시,가족,4,4,4,여,50대,4.933333333333334,48270
경상남도 통영시,가족,4,4,5,여,30대,5.433333333333334,48220
경상남도 함안군,가족,4,4,5,여,40대,5.433333333333334,48730
울산광역시 남구,비가족,4,4,4,여,20대,4.933333333333334,31140
경상북도 경주시,가족,4,4,4,남,40대,4.933333333333334,47130
경상남도 밀양시,비가족,4,5,4,여,30대,5.333333333333333,48270
울산광역시 동구,비가족,4,4,4,남,30대,4.933333333333334,31170
경상북도 포항시,비가족,4,4,4,여,40대,4.933333333333334,47110
경상남도 양산시,비가족,4,4,4,남,50대,4.933333333333334,48330
울산광역시 동구,가족,4,4,4,여,40대,4.933333333333334,31170
경상남도 창원시,가족,4,4,4,여,20대,4.933333333333334,48120
경상남도 남해군,비가족,5,5,4,여,50대,5.666666666666667,48840
경상북도 경주시,가족,4,4,4,남,40대,4.933333333333334,47130
경상남도 산청군,비가족,4,4,4,남,30대,4.933333333333334,48860
경상북도 울진군,가족,4,4,4,여,60대,4.933333333333334,47930
경상남도 창원시,가족,4,4,4,남,60대,4.933333333333334,48120
경상남도 창원시,비가족,4,4,4,남,50대,4.933333333333334,48120
경상남도 밀양시,가족,4,4,4,여,40대,4.933333333333334,48270
경상남도 거창군,가족,4,4,4,남,60대,4.933333333333334,48880
경상남도 하동군,가족,5,4,4,여,50대,5.266666666666667,48850
울산광역시 울주군,비가족,4,4,4,여,70세 이상,4.933333333333334,31710
경상북도 포항시,비가족,4,5,4,여,30대,5.333333333333333,47110
경상남도 통영시,비가족,5,5,4,여,30대,5.666666666666667,48220
제주특별자치도 제주시,비가족,4,4,4,여,20대,4.933333333333334,50110
경상남도 통영시,비가족,4,4,4,남,20대,4.933333333333334,48220
경상남도 양산시,가족,4,4,4,여,40대,4.933333333333334,48330
경상남도 김해시,비가족,4,4,4,남,40대,4.933333333333334,48250
경상남도 의령군,가족,4,4,4,여,30대,4.933333333333334,48720
울산광역시 울주군,가족,4,4,4,여,20대,4.933333333333334,31710
경상북도 경주시,비가족,4,4,4,남,60대,4.933333333333334,47130
경상북도 포항시,가족,4,4,4,여,60대,4.933333333333334,47110
경상남도 밀양시,가족,5,4,4,여,50대,5.266666666666667,48270
경상남도 남해군,가족,5,4,4,남,50대,5.266666666666667,48840
경상남도 밀양시,비가족,4,4,4,여,40대,4.933333333333334,48270
제주특별자치도 제주시,가족,5,4,4,남,30대,5.266666666666667,50110
경상남도 양산시,가족,4,4,4,여,40대,4.933333333333334,48330
울산광역시 울주군,비가족,5,4,4,남,20대,5.266666666666667,31710
서울특별시 종로구,비가족,4,4,4,여,50대,4.933333333333334,11110
경기도 가평군,비가족,4,4,3,여,30대,4.433333333333334,41820
경상남도 합천군,비가족,4,4,3,여,40대,4.433333333333334,48890
경상북도 포항시,비가족,4,4,4,남,30대,4.933333333333334,47110
경상남도 산청군,비가족,4,4,4,남,50대,4.933333333333334,48860
울산광역시 울주군,가족,4,4,4,여,50대,4.933333333333334,31710
경상북도 경주시,가족,4,4,4,여,60대,4.933333333333334,47130
전라남도 순천시,가족,4,3,3,여,40대,4.033333333333333,46150
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
울산광역시 울주군,가족,4,5,4,여,50대,5.333333333333333,31710
경상북도 경주시,비가족,5,5,4,여,20대,5.666666666666667,47130
경상남도 진주시,가족,5,5,5,여,30대,6.166666666666667,48170
경상남도 창녕군,비가족,5,5,4,남,50대,5.666666666666667,48740
경상남도 거창군,가족,4,4,4,남,40대,4.933333333333334,48880
경상북도 경주시,비가족,4,4,4,여,40대,4.933333333333334,47130
경상남도 양산시,가족,4,4,4,남,50대,4.933333333333334,48330
경상남도 양산시,비가족,4,4,4,남,70세 이상,4.933333333333334,48330
울산광역시 동구,비가족,4,4,4,남,20대,4.933333333333334,31170
경상남도 밀양시,가족,4,4,4,여,70세 이상,4.933333333333334,48270
경상남도 밀양시,비가족,5,5,5,여,20대,6.166666666666667,48270
경상북도 경주시,가족,5,5,4,여,40대,5.666666666666667,47130
경상남도 양산시,가족,5,4,4,남,50대,5.266666666666667,48330
경상북도 포항시,가족,4,4,4,남,20대,4.933333333333334,47110
전라남도 여수시,비가족,4,4,4,남,20대,4.933333333333334,46130
울산광역시 남구,가족,4,4,4,남,40대,4.933333333333334,31140
경상남도 거제시,가족,4,4,4,여,30대,4.933333333333334,48310
경상남도 남해군,가족,3,3,4,여,50대,4.2,48840
강원특별자치도 영월군,비가족,4,4,4,남,20대,4.933333333333334,42750
제주특별자치도 서귀포시,가족,5,4,4,남,40대,5.266666666666667,50130
경상남도 남해군,비가족,4,5,5,여,70세 이상,5.833333333333333,48840
제주특별자치도 제주시,가족,4,4,4,여,40대,4.933333333333334,50110
울산광역시 동구,비가족,4,4,4,남,30대,4.933333333333334,31170
울산광역시 동구,가족,4,4,4,여,60대,4.933333333333334,31170
경상남도 밀양시,비가족,4,4,4,남,20대,4.933333333333334,48270
경상남도 거제시,비가족,4,4,4,여,20대,4.933333333333334,48310
경상남도 거제시,비가족,4,4,4,여,30대,4.933333333333334,48310
경상남도 양산시,가족,4,4,4,여,70세 이상,4.933333333333334,48330
경상남도 창녕군,가족,4,4,4,남,50대,4.933333333333334,48740
경상남도 고성군,비가족,4,4,4,여,30대,4.933333333333334,48820
경상남도 사천시,비가족,4,4,4,남,20대,4.933333333333334,48240
경상남도 양산시,비가족,4,4,4,여,50대,4.933333333333334,48330
울산광역시 중구,비가족,4,4,4,남,30대,4.933333333333334,31110
경상남도 하동군,비가족,4,4,4,여,20대,4.933333333333334,48850
경상남도 진주시,가족,4,4,4,남,40대,4.933333333333334,48170
경상남도 통영시,비가족,4,4,4,여,60대,4.933333333333334,48220
경상남도 거제시,비가족,4,4,4,남,20대,4.933333333333334,48310
경상남도 남해군,가족,4,4,4,여,50대,4.933333333333334,48840
경상북도 경주시,비가족,4,4,4,여,30대,4.933333333333334,47130
제주특별자치도 제주시,비가족,4,4,4,남,70세 이상,4.933333333333334,50110
서울특별시 종로구,비가족,4,4,4,남,40대,4.933333333333334,11110
제주특별자치도 서귀포시,가족,4,4,4,여,30대,4.933333333333334,50130
충청북도 옥천군,가족,4,4,4,남,30대,4.933333333333334,43730
경상남도 통영시,비가족,4,4,4,여,20대,4.933333333333334,48220
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
제주특별자치도 제주시,비가족,5,5,5,여,30대,6.166666666666667,50110
경상남도 거제시,가족,4,4,4,남,20대,4.933333333333334,48310
울산광역시 중구,가족,4,4,4,남,70세 이상,4.933333333333334,31110
경상남도 거제시,비가족,4,4,4,남,20대,4.933333333333334,48310
경상남도 창녕군,가족,4,4,4,여,30대,4.933333333333334,48740
제주특별자치도 제주시,가족,4,4,4,여,50대,4.933333333333334,50110
경상남도 합천군,가족,4,4,4,남,40대,4.933333333333334,48890
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
경상남도 양산시,비가족,4,4,5,여,60대,5.433333333333334,48330
경상북도 포항시,비가족,4,4,4,여,20대,4.933333333333334,47110
경상남도 진주시,가족,4,4,4,여,50대,4.933333333333334,48170
경상북도 안동시,가족,4,4,4,남,40대,4.933333333333334,47170
경상북도 경주시,비가족,5,5,4,여,20대,5.666666666666667,47130
제주특별자치도 제주시,비가족,5,4,4,여,50대,5.266666666666667,50110
경상남도 합천군,가족,5,4,4,여,40대,5.266666666666667,48890
경상남도 창녕군,비가족,5,4,4,남,60대,5.266666666666667,48740
경상남도 하동군,가족,5,4,4,남,50대,5.266666666666667,48850
제주특별자치도 서귀포시,비가족,5,5,5,여,30대,6.166666666666667,50130
울산광역시 울주군,비가족,4,4,4,여,50대,4.933333333333334,31710
경상남도 남해군,비가족,4,4,4,남,40대,4.933333333333334,48840
울산광역시 울주군,비가족,4,4,4,남,20대,4.933333333333334,31710
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
경상남도 함안군,비가족,4,4,3,여,40대,4.433333333333334,48730
전라남도 여수시,비가족,4,3,3,여,20대,4.033333333333333,46130
경상북도 포항시,비가족,4,4,4,남,50대,4.933333333333334,47110
울산광역시 울주군,가족,4,4,4,여,20대,4.933333333333334,31710
대구광역시 서구,비가족,4,4,4,여,30대,4.933333333333334,27170
경상남도 고성군,가족,4,4,4,남,30대,4.933333333333334,48820
경상남도 양산시,가족,4,4,4,여,70세 이상,4.933333333333334,48330
전라남도 순천시,비가족,4,4,4,여,40대,4.933333333333334,46150
경상남도 진주시,가족,4,4,4,남,50대,4.933333333333334,48170
경상북도 경주시,비가족,4,4,4,여,20대,4.933333333333334,47130
경상남도 남해군,가족,4,4,4,남,40대,4.933333333333334,48840
경상북도 포항시,비가족,4,4,4,여,40대,4.933333333333334,47110
경상남도 거제시,비가족,4,4,4,남,20대,4.933333333333334,48310
경상남도 함양군,비가족,4,4,4,여,20대,4.933333333333334,48870
경상북도 안동시,가족,4,4,4,여,50대,4.933333333333334,47170
경상남도 남해군,비가족,4,4,4,여,30대,4.933333333333334,48840
경상북도 경주시,가족,4,4,4,여,40대,4.933333333333334,47130
충청북도 충주시,비가족,4,3,3,남,40대,4.033333333333333,43130
대전광역시 서구,가족,4,4,4,남,15~19세,4.933333333333334,30170
제주특별자치도 서귀포시,비가족,4,4,4,남,30대,4.933333333333334,50130
경상북도 안동시,가족,4,4,4,여,40대,4.933333333333334,47170
울산광역시 동구,비가족,4,4,4,남,20대,4.933333333333334,31170
경상남도 양산시,가족,4,4,4,여,50대,4.933333333333334,48330
경상북도 포항시,가족,4,4,4,남,40대,4.933333333333334,47110
경상남도 밀양시,비가족,4,4,4,여,20대,4.933333333333334,48270
경상남도 밀양시,가족,4,3,4,남,60대,4.533333333333333,48270
경상남도 산청군,비가족,4,4,4,남,30대,4.933333333333334,48860
강원특별자치도 춘천시,비가족,4,4,5,여,30대,5.433333333333334,42110
경상남도 합천군,가족,4,4,4,남,40대,4.933333333333334,48890
경상남도 양산시,가족,4,4,4,남,50대,4.933333333333334,48330
경상북도 경주시,비가족,4,5,4,여,15~19세,5.333333333333333,47130
제주특별자치도 서귀포시,가족,4,4,4,여,40대,4.933333333333334,50130
경상남도 통영시,가족,4,4,4,여,60대,4.933333333333334,48220
전라남도 여수시,비가족,4,4,4,남,30대,4.933333333333334,46130
경상북도 경주시,비가족,4,4,4,남,60대,4.933333333333334,47130
경상남도 진주시,가족,3,4,4,여,30대,4.6000000000000005,48170
전라남도 영광군,비가족,4,5,4,남,30대,5.333333333333333,46870
경상북도 포항시,가족,4,4,4,남,40대,4.933333333333334,47110
인천광역시 중구,비가족,4,4,4,남,30대,4.933333333333334,28110
경상북도 경주시,비가족,4,4,4,여,20대,4.933333333333334,47130
경상남도 함양군,가족,4,4,4,여,60대,4.933333333333334,48870
경상남도 거제시,가족,4,4,4,남,40대,4.933333333333334,48310
경상남도 산청군,비가족,4,4,4,여,50대,4.933333333333334,48860
경상남도 창녕군,비가족,4,4,4,남,50대,4.933333333333334,48740
경상남도 양산시,가족,4,4,4,여,30대,4.933333333333334,48330
제주특별자치도 제주시,비가족,4,4,4,여,60대,4.933333333333334,50110
경상북도 경주시,비가족,4,4,4,여,15~19세,4.933333333333334,47130
제주특별자치도 제주시,가족,5,5,4,남,60대,5.666666666666667,50110
경상남도 창녕군,가족,4,4,4,여,30대,4.933333333333334,48740
울산광역시 울주군,가족,4,4,4,여,60대,4.933333333333334,31710
경상남도 밀양시,비가족,4,4,4,남,30대,4.933333333333334,48270
경상남도 거제시,비가족,4,4,4,여,50대,4.933333333333334,48310
경상북도 경주시,비가족,4,4,4,여,20대,4.933333333333334,47130
경상남도 의령군,가족,4,4,4,남,70세 이상,4.933333333333334,48720
경상남도 남해군,가족,5,4,4,남,40대,5.266666666666667,48840
경상남도 의령군,가족,4,4,4,여,50대,4.933333333333334,48720
경상남도 거제시,비가족,4,4,4,여,20대,4.933333333333334,48310
경상남도 통영시,비가족,4,4,4,남,30대,4.933333333333334,48220
경상남도 밀양시,비가족,4,4,4,여,60대,4.933333333333334,48270
경상남도 하동군,비가족,4,4,4,여,30대,4.933333333333334,48850
경상남도 밀양시,가족,4,4,4,남,20대,4.933333333333334,48270
전라남도 구례군,비가족,4,4,4,남,60대,4.933333333333334,46730
경상남도 밀양시,비가족,4,4,4,여,70세 이상,4.933333333333334,48270
경상남도 통영시,비가족,4,4,4,남,50대,4.933333333333334,48220
경상남도 양산시,가족,4,4,4,여,30대,4.933333333333334,48330
경상남도 진주시,가족,4,4,4,여,40대,4.933333333333334,48170
경상남도 양산시,가족,4,4,4,남,20대,4.933333333333334,48330
경상북도 경산시,비가족,4,4,4,여,50대,4.933333333333334,47290
경상북도 경주시,가족,4,5,4,여,50대,5.333333333333333,47130
울산광역시 울주군,비가족,5,4,4,여,40대,5.266666666666667,31710
울산광역시 울주군,비가족,4,4,5,남,60대,5.433333333333334,31710
경상남도 양산시,비가족,4,4,4,여,60대,4.933333333333334,48330
경상남도 밀양시,비가족,4,4,4,남,20대,4.933333333333334,48270
경상북도 경주시,가족,4,4,4,여,30대,4.933333333333334,47130
경기도 수원시,비가족,4,4,4,남,30대,4.933333333333334,41110
경상남도 통영시,비가족,4,4,4,여,60대,4.933333333333334,48220
경상남도 양산시,비가족,4,4,4,남,20대,4.933333333333334,48330
충청북도 충주시,비가족,4,4,4,여,30대,4.933333333333334,43130
경상북도 안동시,가족,4,4,4,남,40대,4.933333333333334,47170
대구광역시 수성구,비가족,4,4,4,여,20대,4.933333333333334,27260
제주특별자치도 제주시,비가족,5,5,4,남,20대,5.666666666666667,50110
경상북도 포항시,비가족,4,4,4,남,30대,4.933333333333334,47110
경상남도 통영시,가족,4,3,3,남,40대,4.033333333333333,48220
경상북도 경주시,비가족,4,4,4,여,20대,4.933333333333334,47130
제주특별자치도 서귀포시,비가족,4,4,4,여,50대,4.933333333333334,50130
경상남도 밀양시,가족,4,4,4,여,60대,4.933333333333334,48270
경상북도 경산시,가족,4,4,4,여,40대,4.933333333333334,47290
제주특별자치도 제주시,비가족,4,4,4,남,20대,4.933333333333334,50110
경상남도 김해시,가족,4,4,4,여,30대,4.933333333333334,48250
울산광역시 중구,비가족,4,4,4,남,20대,4.933333333333334,31110
충청남도 아산시,비가족,4,4,4,여,20대,4.933333333333334,44200
경상남도 밀양시,가족,4,4,4,남,60대,4.933333333333334,48270
대전광역시 유성구,비가족,4,4,4,여,30대,4.933333333333334,30200
경상남도 거제시,비가족,4,4,4,여,20대,4.933333333333334,48310
경기도 용인시,가족,4,4,4,남,20대,4.933333333333334,41460
충청북도 충주시,가족,4,4,4,남,30대,4.933333333333334,43130
경상북도 영천시,가족,5,5,5,여,40대,6.166666666666667,47230
경상남도 창녕군,가족,5,5,5,남,60대,6.166666666666667,48740
경상남도 거제시,가족,5,5,4,여,50대,5.666666666666667,48310
울산광역시 남구,가족,5,5,4,여,30대,5.666666666666667,31140
제주특별자치도 제주시,비가족,5,5,4,여,20대,5.666666666666667,50110
울산광역시 동구,비가족,5,5,4,남,20대,5.666666666666667,31170
제주특별자치도 제주시,비가족,4,4,4,여,50대,4.933333333333334,50110
경상남도 김해시,가족,4,4,4,여,40대,4.933333333333334,48250
경상남도 양산시,가족,4,4,4,남,60대,4.933333333333334,48330
경상북도 구미시,비가족,4,4,4,남,50대,4.933333333333334,47190
경상남도 창원시,비가족,4,4,4,남,40대,4.933333333333334,48120
경상북도 울진군,가족,4,4,4,여,70세 이상,4.933333333333334,47930
경상남도 창녕군,가족,4,4,4,여,60대,4.933333333333334,48740
울산광역시 동구,비가족,4,4,4,여,30대,4.933333333333334,31170
경상남도 양산시,가족,4,4,4,여,40대,4.933333333333334,48330
전라남도 여수시,비가족,4,5,5,여,60대,5.833333333333333,46130
경상남도 통영시,가족,4,4,4,여,30대,4.933333333333334,48220
경상남도 밀양시,가족,4,4,4,남,60대,4.933333333333334,48270
전라북도 전주시,비가족,5,4,5,남,30대,5.766666666666667,45110
경상남도 창원시,비가족,4,4,4,여,60대,4.933333333333334,48120
경상남도 사천시,가족,4,4,4,남,50대,4.933333333333334,48240
울산광역시 울주군,비가족,4,4,4,남,60대,4.933333333333334,31710
강원특별자치도 인제군,비가족,4,4,4,여,30대,4.933333333333334,42810
경상남도 양산시,가족,4,3,3,남,50대,4.033333333333333,48330
경상남도 거제시,비가족,4,4,4,여,50대,4.933333333333334,48310
울산광역시 남구,비가족,4,3,3,여,20대,4.033333333333333,31140
경상북도 경주시,비가족,4,4,4,남,20대,4.933333333333334,47130
경상남도 김해시,비가족,3,4,4,남,40대,4.6000000000000005,48250
경상남도 하동군,비가족,3,4,4,여,40대,4.6000000000000005,48850
강원특별자치도 강릉시,가족,4,4,4,여,60대,4.933333333333334,42150
경상남도 통영시,가족,4,4,4,여,50대,4.933333333333334,48220
경상남도 통영시,비가족,5,5,4,여,20대,5.666666666666667,48220
인천광역시 중구,비가족,4,4,4,여,30대,4.933333333333334,28110
경상남도 김해시,가족,4,4,4,남,15~19세,4.933333333333334,48250
경상남도 양산시,가족,5,4,4,여,40대,5.266666666666667,48330
경상북도 경주시,비가족,4,4,4,남,30대,4.933333333333334,47130
경상남도 거제시,비가족,5,5,4,여,70세 이상,5.666666666666667,48310
강원특별자치도 동해시,비가족,5,5,5,여,20대,6.166666666666667,42170
경상남도 창원시,비가족,5,5,4,남,40대,5.666666666666667,48120
경상남도 창녕군,비가족,5,5,4,남,50대,5.666666666666667,48740
경상북도 경주시,비가족,4,4,3,남,30대,4.433333333333334,47130
경상남도 남해군,가족,4,4,4,남,60대,4.933333333333334,48840
경상남도 밀양시,가족,4,4,4,남,40대,4.933333333333334,48270
경상북도 울진군,비가족,4,4,4,여,30대,4.933333333333334,47930
경상남도 통영시,비가족,4,4,4,남,15~19세,4.933333333333334,48220
경상남도 합천군,가족,4,4,3,여,60대,4.433333333333334,48890
경상남도 밀양시,비가족,4,4,4,여,50대,4.933333333333334,48270
전라북도 남원시,가족,4,4,4,남,30대,4.933333333333334,45190
경상남도 남해군,비가족,4,4,4,남,20대,4.933333333333334,48840
경상남도 진주시,가족,4,4,4,남,70세 이상,4.933333333333334,48170
전라남도 여수시,가족,4,4,4,남,50대,4.933333333333334,46130
경상남도 양산시,비가족,5,4,4,여,50대,5.266666666666667,48330
경상남도 사천시,가족,4,4,4,여,40대,4.933333333333334,48240
경상남도 산청군,비가족,4,4,4,남,30대,4.933333333333334,48860
경상남도 의령군,가족,5,4,4,남,70세 이상,5.266666666666667,48720
경상남도 거창군,비가족,4,3,3,남,30대,4.033333333333333,48880
제주특별자치도 제주시,가족,4,4,4,여,50대,4.933333333333334,50110
경상남도 김해시,가족,4,4,4,남,50대,4.933333333333334,48250
전라남도 순천시,가족,4,4,4,남,40대,4.933333333333334,46150
전라북도 정읍시,비가족,4,4,4,여,30대,4.933333333333334,45180
충청남도 금산군,가족,4,4,4,여,70세 이상,4.933333333333334,44710
경상남도 창원시,비가족,4,4,4,남,30대,4.933333333333334,48120
경상북도 경주시,가족,4,4,4,남,40대,4.933333333333334,47130
경상남도 통영시,가족,4,3,3,여,40대,4.033333333333333,48220
전라남도 해남군,비가족,4,4,3,여,20대,4.433333333333334,46820
대구광역시 달서구,가족,3,3,3,여,50대,3.7,27290
경상남도 창원시,비가족,4,4,4,여,60대,4.933333333333334,48120
경상남도 양산시,가족,4,5,4,여,40대,5.333333333333333,48330
경상남도 함양군,비가족,4,4,5,여,50대,5.433333333333334,48870
경상남도 창원시,비가족,4,4,4,여,50대,4.933333333333334,48120
경상남도 창원시,비가족,4,4,4,남,30대,4.933333333333334,48120
경상남도 밀양시,가족,4,4,4,남,50대,4.933333333333334,48270
경상남도 김해시,가족,5,4,4,여,50대,5.266666666666667,48250
경상남도 합천군,가족,5,5,5,여,60대,6.166666666666667,48890
경상남도 고성군,가족,4,4,4,남,30대,4.933333333333334,48820
경상남도 남해군,가족,4,4,4,남,70세 이상,4.933333333333334,48840
제주특별자치도 서귀포시,비가족,4,4,4,여,60대,4.933333333333334,50130
울산광역시 동구,비가족,4,4,4,남,50대,4.933333333333334,31170
강원특별자치도 홍천군,비가족,4,4,4,남,20대,4.933333333333334,42720
제주특별자치도 서귀포시,비가족,4,4,4,남,60대,4.933333333333334,50130
경상북도 문경시,비가족,4,4,4,여,70세 이상,4.933333333333334,47280
경상남도 밀양시,가족,4,4,4,여,30대,4.933333333333334,48270
경상남도 김해시,비가족,4,4,4,여,70세 이상,4.933333333333334,48250
경상남도 합천군,비가족,4,4,4,여,30대,4.933333333333334,48890
경상남도 창원시,가족,5,4,4,남,70세 이상,5.266666666666667,48120
제주특별자치도 제주시,비가족,4,4,4,여,50대,4.933333333333334,50110
경상남도 김해시,비가족,4,5,4,남,70세 이상,5.333333333333333,48250
경상남도 고성군,비가족,4,4,4,남,20대,4.933333333333334,48820
경상북도 경주시,비가족,5,4,4,여,40대,5.266666666666667,47130
경상남도 양산시,비가족,4,4,4,여,70세 이상,4.933333333333334,48330
경상북도 포항시,비가족,5,4,4,여,60대,5.266666666666667,47110
울산광역시 동구,비가족,4,4,4,남,20대,4.933333333333334,31170
울산광역시 남구,가족,4,4,4,남,50대,4.933333333333334,31140
경상남도 통영시,비가족,4,4,4,남,50대,4.933333333333334,48220
경상북도 청도군,가족,4,4,4,여,40대,4.933333333333334,47820
경상남도 진주시,비가족,4,4,4,여,50대,4.933333333333334,48170
울산광역시 중구,가족,5,4,4,여,50대,5.266666666666667,31110
경상남도 남해군,비가족,4,4,4,여,40대,4.933333333333334,48840
경상북도 경주시,가족,4,4,4,남,60대,4.933333333333334,47130
울산광역시 울주군,가족,4,4,4,여,50대,4.933333333333334,31710
울산광역시 중구,가족,4,4,4,남,70세 이상,4.933333333333334,31110
경상남도 창원시,비가족,4,4,4,남,40대,4.933333333333334,48120
경상북도 안동시,비가족,4,4,4,여,60대,4.933333333333334,47170
경상남도 통영시,가족,4,4,4,여,40대,4.933333333333334,48220
경상북도 포항시,비가족,4,4,4,여,20대,4.933333333333334,47110
울산광역시 동구,비가족,4,4,4,남,50대,4.933333333333334,31170
경상남도 양산시,가족,5,5,4,남,40대,5.666666666666667,48330
대구광역시 군위군,가족,4,4,4,남,70세 이상,4.933333333333334,27720
대구광역시 군위군,가족,4,4,4,남,70세 이상,4.933333333333334,27720
경상남도 양산시,가족,4,5,5,여,60대,5.833333333333333,48330
경상남도 남해군,가족,4,5,5,여,50대,5.833333333333333,48840
경상북도 영양군,가족,4,4,4,남,50대,4.933333333333334,47760
경상남도 통영시,비가족,4,4,5,여,20대,5.433333333333334,48220
경상남도 창원시,비가족,4,4,4,여,50대,4.933333333333334,48120
경상남도 거제시,가족,4,4,4,남,40대,4.933333333333334,48310
전라남도 순천시,가족,4,4,4,남,50대,4.933333333333334,46150
경상남도 양산시,비가족,4,4,4,여,20대,4.933333333333334,48330
경상남도 거제시,가족,4,4,4,여,30대,4.933333333333334,48310
경상북도 경주시,비가족,4,4,4,남,70세 이상,4.933333333333334,47130
경상북도 포항시,가족,4,4,4,남,60대,4.933333333333334,47110
